family,n_train,oracle_auc,gate_auc,cv_auc,k4_auc,oracle_K,gate_K,cv_K
bump,300,0.979880481275933,0.979880481275933,0.953135315842333,0.918464082362686,1,1,3.0
bump,1000,0.997061445504672,0.996970897604833,0.996968896546273,0.996968896546273,5,1,4.0
bump,500,0.77685,0.77685,0.768968,0.768968,1,1,4.0
bump,1000,0.976020976020976,0.976020976020976,0.947525447525448,0.975609475609476,5,5,1.0
bump,1000,0.911863731227893,0.892322513709797,0.911863731227893,0.911863731227893,4,5,4.0
bump,200,0.503740059840957,0.503740059840957,,,1,1,3.0
bump,500,0.972946538780732,0.945791466907462,0.945791466907462,0.94476985437141,1,5,5.0
bump,500,0.975824582458246,0.908452345234523,0.908452345234523,0.946688168816882,2,5,5.0
bump,200,0.757281179204153,0.704772997794598,0.65120966732772,0.65120966732772,3,5,4.0
bump,200,0.847443461504949,0.718994590772565,0.718994590772565,0.752434452802713,1,5,5.0
bump,200,0.859400884249764,0.828419611246408,0.784792185290064,0.784792185290064,2,5,4.0
bump,500,0.867526314103078,0.867526314103078,0.713367524311508,0.713367524311508,5,5,4.0
bump,500,0.877397311706841,0.789114665465195,0.740667818077145,0.740667818077145,3,5,4.0
bump,500,0.622364083852673,0.598524687995642,0.598524687995642,0.559550677678271,2,1,1.0
cross,500,0.764545568321193,0.509203774623914,0.528526945508248,0.528526945508248,2,5,4.0
cross,500,0.736666196417905,0.707286654640305,0.721268050798873,0.721268050798873,5,1,4.0
cross,500,0.797980410878121,0.781605160648451,0.781605160648451,0.797980410878121,2,1,1.0
cross,300,0.781341887334707,0.775574269885042,0.755212140341551,0.755212140341551,3,5,4.0
cross,300,0.698197115891262,0.53648816975859,0.53648816975859,0.659227714759032,3,5,5.0
cross,1000,0.791196352824081,0.741257526329726,0.571515438853183,0.791196352824081,4,5,1.0
cross,1000,0.949251637286117,0.917344619606016,0.917344619606016,0.949251637286117,4,5,5.0
cross,1000,0.949801242484169,0.936144219841267,0.936144219841267,0.947400487195096,3,5,5.0
cross,1000,0.970068243152314,0.909069569389099,0.970068243152314,0.968573530121806,5,1,5.0
cross,1000,0.547666512241919,0.54422321618918,0.54422321618918,0.541564514013021,5,1,1.0
cross,500,0.642095031536472,0.585582348979089,0.560929628338773,0.633893300326761,2,5,1.0
cross,300,0.929799370016175,0.928601833196175,0.928601833196175,0.929799370016175,4,5,5.0
cross,300,0.623789019208123,0.573433713427889,0.623789019208123,0.554179364413488,2,5,2.0
cross,1000,0.977467857142857,0.977467857142857,0.977467857142857,0.967625,1,1,1.0
cross,500,0.980209448486305,0.978631718357746,0.980209448486305,0.94970406506095,3,1,3.0
cross,500,0.551466700844294,0.48605893237636,0.48605893237636,0.490937254682068,2,5,5.0
cross,500,0.569331342402905,0.485861283126564,0.569331342402905,0.497955382687134,3,5,3.0
cross,500,0.768367382661099,0.768367382661099,0.721515841064239,0.721515841064239,5,5,4.0
cross,500,0.749345666303399,0.648242682581994,0.749345666303399,0.749345666303399,4,5,4.0
cross,500,0.524583919010376,0.439183195774315,0.472451153533485,0.472451153533485,1,5,4.0
cross,500,0.909124638008789,0.892972530008509,0.897336833148609,0.898051134561827,2,1,5.0
cross,200,0.856694298350535,0.856694298350535,0.85073516920506,0.85073516920506,1,1,4.0
cross,200,0.430007647487687,0.430007647487687,0.429889902342891,0.429889902342891,1,1,4.0
cross,300,0.522370123963721,0.522370123963721,0.472433795057044,0.519141869591206,5,5,3.0
cross,300,0.540114754909235,0.503608761603271,0.50837681983809,0.50837681983809,1,5,4.0
cross,500,0.888784321879959,0.883211796592669,0.888784321879959,0.888784321879959,4,5,4.0
cross,1000,0.950305183847368,0.944384998623812,0.950305183847368,0.94694769764275,5,1,5.0
cross,1000,0.931859915045968,0.931547719743969,0.931859915045968,0.915741615069857,2,1,3.0
cross,1000,0.76117599176025,0.76117599176025,0.66311611236627,0.55527827845704,1,1,5.0
cross,500,0.487854641500475,0.487854641500475,0.487854641500475,0.476880387537439,5,5,5.0
cross,500,0.693511617255163,0.467359723147531,0.530067917684507,0.470286013028351,2,5,3.0
cross,500,0.921768018616421,0.887790643463649,0.921768018616421,0.921768018616421,2,1,3.0
cross,500,0.523551219512195,0.523551219512195,,,1,1,4.0
cross,500,0.676757499679672,0.676757499679672,,,1,1,5.0
cross,200,0.538413687136289,0.538413687136289,,,1,1,5.0
cross,1000,0.975689402808589,0.975689402808589,0.969703894594116,0.969760146066323,1,1,3.0
cross,1000,0.939380348366457,0.897245992739807,0.939380348366457,0.916028586013272,5,1,5.0
cross,1000,0.90944636446073,0.900697567362499,0.903199950033311,0.903199950033311,2,1,4.0
cross,1000,0.541054495073892,0.541054495073892,0.5377098727422,0.5377098727422,1,1,5.0
cross,1000,0.594411928651059,0.594411928651059,0.568454238007288,0.43345823141816,5,5,3.0
cross,1000,0.597507297938332,0.533905350715696,0.59231529166874,0.597507297938332,4,5,2.0
cross,300,0.970140016579417,0.925190286485298,0.970140016579417,0.9351895535223,3,1,3.0
cross,500,0.841784493086407,0.815547055691442,0.841784493086407,0.841784493086407,4,1,4.0
cross,500,0.942536301993395,0.914795945443931,0.914795945443931,0.942536301993395,4,1,1.0
cross,200,0.714456995762642,0.707891770127451,0.527101263787901,0.714456995762642,4,1,5.0
cross,500,0.959495204291783,0.956740064477607,0.959495204291783,0.896450751875822,3,5,3.0
cross,200,0.639142258022952,0.519172059636479,0.639142258022952,0.521913745734462,1,5,1.0
cross,200,0.946531644506312,0.946531644506312,0.946531644506312,0.667867185874974,5,5,5.0
cross,200,0.786543684288762,0.70822904572317,0.786543684288762,0.786543684288762,4,5,4.0
