family,n_train,b0,censoring,corr,overlap,prognostic_form,auc_K1,auc_K2,auc_K3,auc_K4,auc_K5,optimal_K,oracle_rate,feat_c_index,feat_score_skew,feat_score_kurt,feat_score_var,feat_score_q90_q10,feat_delta_c_index,feat_prop_interact_sig,feat_trt_main_p.trt01p,feat_te_bin_var,feat_te_slope,feat_te_quadratic_p,feat_te_max_diff,feat_te_bin_event_rate_range,feat_censoring_rate,feat_event_rate,feat_event_count_trt,feat_event_count_ctrl,feat_median_followup,feat_mean_followup,feat_n,feat_p,feat_e_per_p,feat_bootstrap_ci_sd,feat_bootstrap_ci_mean,feat_orig_pred_var,feat_orig_pred_mean,feat_orig_ambiguity,feat_K1_pred_var,feat_K1_pred_mean,feat_K1_ambiguity,feat_K2_pred_var,feat_K2_pred_mean,feat_K2_ambiguity,feat_K3_pred_var,feat_K3_pred_mean,feat_K3_ambiguity,feat_K4_pred_var,feat_K4_pred_mean,feat_K4_ambiguity,feat_K5_pred_var,feat_K5_pred_mean,feat_K5_ambiguity
linear,300,1.7,0.69,high,none,linear,0.812956597873671,0.943337085678549,0.939903939962477,0.967117948717949,0.94816110068793,4,0.4875,0.821258223684211,-0.0332117204834413,2.99077922692364,2.74977614645423,-0.931069954244771,0.0859786184210527,,0.0744126295535763,28.2839481674966,-2.53269004880278,0.173407671471354,11.0090293732508,0.48,0.403333333333333,0.596666666666667,89,90,3.72965178908192,4.61420909239205,300,52,3.44230769230769,0.01388878600234,0.85077047080943,0.103791720791201,0.651690361147572,0.08,0.0822598959748208,0.649991742259776,0.127,0.108356504218591,0.553393434572511,0.0695,0.078582868897784,0.634874001003304,0.125,0.0916079647019547,0.584336536725961,0.1535,0.0751492493276219,0.598020974102294,0.1645
linear,500,0.43,0.46,moderate,none,linear,0.952394739473947,0.986381138113811,0.961440144014401,0.977321232123212,0.977763776377638,2,0.505,0.768144196515605,0.0506603583205785,3.04106432340886,1.65755250765473,-0.986689408850529,0.0915584070325932,,0.565448840467544,4.36667064744902,-1.31303777221992,0.150911284627595,4.43471911934732,0.112,0.088,0.912,222,234,1.45274237340848,2.06032846647909,500,52,8.76923076923077,0.0108867305051639,0.778247012504502,0.0427024361316815,0.612430885261777,0.21,0.0444712988026761,0.610757578544019,0.2215,0.0389412860746313,0.618150479300943,0.3125,0.0389607298495915,0.624679222662816,0.344,0.0413603348770379,0.623391637734923,0.1925,0.0416151972826651,0.627403282499771,0.1435
linear,1000,0.18,0.46,moderate,none,linear,0.914287729224269,0.934706344855733,0.982858446136548,0.981345455927721,0.973913547989549,3,0.491,0.810516789895256,0.0889146568459361,2.82213225603346,2.078542111899,-1.06657423198405,0.0719346888478127,,0.331610950286883,2.67083289240053,-0.902183411874984,0.108694548444387,3.45158037756117,0.152,0.068,0.932,459,473,1.12820690664026,1.9074428472136,1000,52,17.9230769230769,0.00659614614735937,0.813327094497418,0.0281434626999305,0.640988629770054,0.518,0.0292109505499342,0.63162590306173,0.5255,0.0340067108263328,0.627164944495315,0.3245,0.030462483464639,0.625913562418819,0.4835,0.0353571973816345,0.621059853748801,0.5125,0.0318317809655195,0.628370902255018,0.431
linear,200,1.05,0.33,moderate,none,quadratic,0.966155539985987,0.970889300370333,0.933036733059754,0.945079571614453,0.954706235612051,2,0.515,0.741308061050196,-0.0387912454322025,3.70257270751638,1.63307466011543,-1.19219741180272,0.123312579205466,,4.70313998438387e-07,4.59160609112116,-1.38665212656676,0.127694819626375,4.5687531691793,0.06,0.075,0.925,79,106,2.27760335276316,2.62140909449308,200,52,3.55769230769231,0.0207831038440977,0.801089162618645,0.0468687131020423,0.568428289678404,0.19,0.0445296893661497,0.588079531694129,0.2065,0.0491743499537935,0.619924106155025,0.0715,0.0444908335140396,0.58468967009084,0.133,0.0444734882200274,0.608688619542626,0.1195,0.0443962945013453,0.609712949486163,0.188
linear,300,1.86,0.09,moderate,partial,quadratic,0.918190092770874,0.958144582531069,0.946180890700407,0.931226025855818,0.912366782526068,2,0.4925,0.71024511412101,0.242626774664665,3.53696674843523,1.32521744239071,-1.00070502178829,0.0711674555935699,,0.050040213556334,27.4247547682579,-3.89795237890656,0.136264980512944,11.6214563903256,0.0800000000000001,0.0533333333333333,0.946666666666667,125,159,4.52058762712832,5.70852206690817,300,52,5.46153846153846,0.0184738076374476,0.74578528295786,0.0866446684000704,0.595637281436296,0.163333333333333,0.0745713677458987,0.610737519533082,0.218,0.09768053225304,0.596219811328372,0.0555,0.0939977324295264,0.615938365887239,0.056,0.0846160799458481,0.594665913141851,0.156,0.0867637848191319,0.59830003052052,0.1575
radial,300,1.55,0.69,moderate,partial,linear,0.682466777374328,0.734976495276336,0.688610432957836,0.730376240813949,0.712474543434168,2,0.589,0.82212225078549,-0.11399321213048,3.18423398549749,2.74136100453498,-1.05360206271602,0.0526635247072266,,1.07301476365771e-07,7.41293275338448,-0.177634139696851,0.279318184627241,5.7134338606168,0.373333333333333,0.363333333333333,0.636666666666667,92,99,3.44422223889618,4.93971685161686,300,52,3.67307692307692,0.0154127599817987,0.844963135531756,0.0730589237178837,0.716101946924605,0.0566666666666667,0.0484483035246962,0.706247385138073,0.1255,0.0762661678423564,0.703463555728272,0.112,0.0792438432235737,0.748247367570034,0.034,0.0682969776356726,0.744344515467211,0.029,0.0671021515701656,0.722935702702842,0.0495
radial,1000,0.46,0.53,high,partial,mixed,0.958772711222393,0.86926802452491,0.955377564040832,0.956829116108115,0.874181432973806,1,0.528,0.692192941060697,0.0704071713223599,3.07679311775247,0.50374708342075,-0.987728608614764,-0.00199498569738388,,8.37426891510408e-17,0.363829926817184,-0.790994938548654,0.6804019222146,1.45180937388841,0.132,0.102,0.898,464,434,1.51284075961604,2.2455095561467,1000,52,17.2692307692308,0.00913892712469479,0.702227606107363,0.0536526047762166,0.669084091138472,0.218,0.0520707750770973,0.683244329952658,0.1985,0.0516846522476449,0.69712955759529,0.201,0.052736475341773,0.690270818543293,0.1995,0.0548439540120905,0.686676745968442,0.1915,0.0542019933314355,0.68986336313047,0.193
radial,500,1.63,0.22,high,partial,quadratic,0.820899011087803,0.82484781026585,0.816168500363886,0.844223639710604,0.821439273941522,4,0.8225,0.6075074673443,0.140105288462914,2.76456222591591,0.203801560152901,-1.04365938342738,0.0823414025232937,,4.61882168984863e-28,9.61758457602883,-6.18398668073699,0.995305200084018,6.7207377161838,0.136,0.11,0.89,209,236,4.57992570994422,6.06944455043736,500,52,8.55769230769231,0.0165053173699637,0.650553497475333,0.0712295975213157,0.830633583198672,0.01,0.0566396159265271,0.849129638897875,0.018,0.0552876664197631,0.847379389145089,0.0255,0.0617136419206667,0.842971330921798,0.0175,0.0550846811379307,0.847586286203009,0.0325,0.0550127515137416,0.845240124446038,0.0405
random,500,1.93,0.26,moderate,none,quadratic,0.845041047849305,0.855575334094955,0.848734025877415,0.936860702994235,0.918037142325779,4,0.0095,0.591224039448233,0.0798769191680948,3.06685621939354,0.150839751679028,-1.02170660244416,0.126817352137233,,1.58031635748846e-32,0.926819362384004,2.32235545757406,0.543724649396183,2.26327233800911,0.016,0.096,0.904,230,222,3.92996643504478,4.406381524918,500,52,8.69230769230769,0.014138040933171,0.641769060599463,0.0141540232276328,0.245446430687277,0.058,0.0109960647237339,0.246081775298635,0.0595,0.00943823594610721,0.241608856462493,0.061,0.00955331736853689,0.242678125087258,0.048,0.0135082927112456,0.248112204783035,0.092,0.0117583361164899,0.239632938185702,0.088
random,300,0.06,0.62,high,complete,mixed,0.948601445121689,0.974711870985426,0.950485625310737,0.978733322729505,0.941116743144275,4,0.4905,0.749157748711851,0.0232142004007315,2.69499608920419,1.04810757335796,-0.954095226529376,0.121581450653983,,0.0143624847684934,3.22114078006618,-1.53569134793949,0.0489760421344687,3.95535107838077,0.16,0.1,0.9,137,133,0.987374629629243,1.62933922848101,300,52,5.19230769230769,0.0118341408062259,0.776265792721162,0.0456477062142892,0.665307342062246,0.353333333333333,0.0443393489606521,0.65803793616819,0.345,0.0432752563904995,0.676703427953783,0.407,0.0496000073768717,0.665940898199122,0.3785,0.0397687098758096,0.672589444356573,0.378,0.0456045789434058,0.666921490903273,0.4005
random,1000,0.17,0.18,low,partial,mixed,0.932563856204693,0.942624693606557,0.931903931865319,0.926686217008798,0.9226690028122,2,0.473,0.647828045352916,0.152158040281303,2.91296742346132,0.236473920745424,-1.0396007481335,0.058670188590028,,2.7962747166187e-06,1.06487602313111,-1.88562226099796,0.546203834339121,2.19475892182611,0.016,0.013,0.987,494,493,0.921981520385877,1.29574266694702,1000,52,18.9807692307692,0.0107325850189528,0.660556493014091,0.0202364581715018,0.660031256650431,0.401,0.0204231113575591,0.658738403430349,0.407,0.0192327810457973,0.659809331552151,0.4045,0.0194080676180566,0.660032746744889,0.5135,0.0193319986991028,0.658908441572321,0.405,0.0196267570381623,0.655650882609255,0.421
random,500,1.56,0.39,moderate,partial,mixed,0.9503290253986,0.952734500753994,0.915952913468544,0.942545515003643,0.946752317050441,2,0.618,0.624728038827687,-0.126793595415838,3.03634309504309,0.202011873329019,-1.01644365829285,0.0632820421945913,,3.81064283080642e-18,20.6283374182299,-9.22099904180932,0.756787806402395,9.79745227199715,0.24,0.214,0.786,170,223,3.37740298405399,5.68444401253271,500,52,7.55769230769231,0.0168345191849692,0.663927540934977,0.0854072273205426,0.802106952957164,0.024,0.0748644484817861,0.79833662291169,0.0595,0.0810427597876024,0.792297379738398,0.0425,0.0618462684613043,0.811006226044672,0.068,0.0655670269359766,0.801982694405479,0.0755,0.0624916701288197,0.799420454462962,0.072
s_shaped,200,1.64,0.45,moderate,partial,quadratic,0.982591438504302,0.988921141799772,,0.981712799788526,0.98990091158141,5,0.518,0.697065320290312,0.131083891675243,2.91334285028606,0.73597815307602,-0.852218209135352,0.0891763963395392,,0.933966905207198,11.3466831137607,-3.3430956566243,0.889759012892403,6.44835605770712,0.26,0.185,0.815,83,80,2.91927020182675,4.08874420935663,200,52,3.13461538461538,0.0278264307340528,0.76584063215325,0.101160488972668,0.607832717224198,0.06,0.0806021309585322,0.635823734878485,0.0765,0.0915386532794768,0.624073395689203,0.0745,,,,0.0897228907129388,0.62421058483987,0.0615,0.0829036442217259,0.617516619219281,0.091
s_shaped,300,0.52,0.29,moderate,none,quadratic,0.950889088908891,0.948182818281828,0.924598459845985,0.948878887888789,0.955648064806481,5,0.495,0.637677895874617,0.119707949236708,2.82187080939666,0.340447536446275,-1.09251591974914,0.0782066294361377,,3.2579276588256e-05,1.22438177827298,-1.7400402329772,0.499214023313534,2.49542695808613,0.0666666666666667,0.0233333333333333,0.976666666666667,139,154,1.09318836096147,1.51560879169591,300,52,5.63461538461539,0.0183400563092748,0.697563087523754,0.0346165117954463,0.656671937492521,0.343333333333333,0.0330653868526306,0.654515027299597,0.3525,0.0329604133110603,0.650232467899279,0.3,0.032976381074481,0.646264048271802,0.3035,0.0320645425446625,0.64350211942959,0.2815,0.0274853493804848,0.65017382635173,0.2745
s_shaped,500,1.56,0.43,high,partial,mixed,0.992816820420511,0.994290857271432,0.994150353758844,0.99171129278232,0.993826345658641,2,0.5025,0.750122400855307,0.0347051331118694,2.76628355577082,0.965278717932052,-0.981374519079182,0.0370399976019424,,5.18614016957394e-09,40.5527204913255,-5.8477662749786,0.370972749942103,15.2236111397858,0.376,0.216,0.784,187,205,4.21918696021043,6.29858437083866,500,52,7.53846153846154,0.0109589857683611,0.763341048516906,0.145233577335445,0.590733280291186,0.026,0.143188334151516,0.587941410940947,0.0275,0.111505274676049,0.62306515940645,0.119,0.120020375571259,0.614146143534945,0.041,0.148232481362546,0.577627931423302,0.0025,0.123191419936235,0.607059675749552,0.019
s_shaped,300,1.45,0.17,high,none,linear,0.981080027000675,0.974609865246631,0.975770394259856,0.958820470511763,0.97848046201155,1,0.4975,0.677192567167712,0.291033416574287,3.14598492758945,0.625342476862103,-0.930479394663368,0.0809089833116346,,8.049187513692e-05,2.68296942323246,-1.74518237622912,0.0452088679047007,3.46537694896124,0.0933333333333334,0.0566666666666666,0.943333333333333,142,141,3.9906658255468,5.52179285919067,300,52,5.44230769230769,0.0169180561686542,0.718679084984915,0.115574530944246,0.622530053465187,0.04,0.110194695017298,0.591077696342314,0.0625,0.116690956953688,0.587200622163892,0.0715,0.129510977631638,0.572246289754276,0.0305,0.126937569881357,0.571705150715587,0.0335,0.125399916100722,0.578915979331924,0.029
